"","avg_temp","full_date","year","date","tooltip"
"13045",23.5,"September 21, 1982",1982,"09-21","September 21, 1982 :  23.5 ° C"
"13046",22,"September 22, 1982",1982,"09-22","September 22, 1982 :  22 ° C"
"13047",18.8,"September 23, 1982",1982,"09-23","September 23, 1982 :  18.8 ° C"
"13048",19.9,"September 24, 1982",1982,"09-24","September 24, 1982 :  19.9 ° C"
"13049",21.1,"September 25, 1982",1982,"09-25","September 25, 1982 :  21.1 ° C"
"13050",26.1,"September 26, 1982",1982,"09-26","September 26, 1982 :  26.1 ° C"
"13051",26.2,"September 27, 1982",1982,"09-27","September 27, 1982 :  26.2 ° C"
"13052",22.4,"September 28, 1982",1982,"09-28","September 28, 1982 :  22.4 ° C"
"13053",21.4,"September 29, 1982",1982,"09-29","September 29, 1982 :  21.4 ° C"
"13054",20.6,"September 30, 1982",1982,"09-30","September 30, 1982 :  20.6 ° C"
"13055",24.8,"June 01, 1983",1983,"06-01","June 01, 1983 :  24.8 ° C"
"13056",22.2,"June 02, 1983",1983,"06-02","June 02, 1983 :  22.2 ° C"
"13057",19.3,"June 03, 1983",1983,"06-03","June 03, 1983 :  19.3 ° C"
"13058",18,"June 04, 1983",1983,"06-04","June 04, 1983 :  18 ° C"
"13059",18.5,"June 05, 1983",1983,"06-05","June 05, 1983 :  18.5 ° C"
"13060",19.1,"June 06, 1983",1983,"06-06","June 06, 1983 :  19.1 ° C"
"13061",21.2,"June 07, 1983",1983,"06-07","June 07, 1983 :  21.2 ° C"
"13062",21.8,"June 08, 1983",1983,"06-08","June 08, 1983 :  21.8 ° C"
"13063",23.1,"June 09, 1983",1983,"06-09","June 09, 1983 :  23.1 ° C"
"13064",21.3,"June 10, 1983",1983,"06-10","June 10, 1983 :  21.3 ° C"
"13065",18.2,"June 11, 1983",1983,"06-11","June 11, 1983 :  18.2 ° C"
"13066",16.6,"June 12, 1983",1983,"06-12","June 12, 1983 :  16.6 ° C"
"13067",18.9,"June 13, 1983",1983,"06-13","June 13, 1983 :  18.9 ° C"
"13068",23.6,"June 14, 1983",1983,"06-14","June 14, 1983 :  23.6 ° C"
"13069",23.9,"June 15, 1983",1983,"06-15","June 15, 1983 :  23.9 ° C"
"13070",18.9,"June 16, 1983",1983,"06-16","June 16, 1983 :  18.9 ° C"
"13071",19.9,"June 17, 1983",1983,"06-17","June 17, 1983 :  19.9 ° C"
"13072",18.9,"June 18, 1983",1983,"06-18","June 18, 1983 :  18.9 ° C"
"13073",21.3,"June 19, 1983",1983,"06-19","June 19, 1983 :  21.3 ° C"
"13074",21.4,"June 20, 1983",1983,"06-20","June 20, 1983 :  21.4 ° C"
"13075",21.5,"June 21, 1983",1983,"06-21","June 21, 1983 :  21.5 ° C"
"13076",21.5,"June 22, 1983",1983,"06-22","June 22, 1983 :  21.5 ° C"
"13077",17.9,"June 23, 1983",1983,"06-23","June 23, 1983 :  17.9 ° C"
"13078",20,"June 24, 1983",1983,"06-24","June 24, 1983 :  20 ° C"
"13079",22.1,"June 25, 1983",1983,"06-25","June 25, 1983 :  22.1 ° C"
"13080",17.7,"June 26, 1983",1983,"06-26","June 26, 1983 :  17.7 ° C"
"13081",16.5,"June 27, 1983",1983,"06-27","June 27, 1983 :  16.5 ° C"
"13082",20.6,"June 28, 1983",1983,"06-28","June 28, 1983 :  20.6 ° C"
"13083",22.4,"June 29, 1983",1983,"06-29","June 29, 1983 :  22.4 ° C"
"13084",22.9,"June 30, 1983",1983,"06-30","June 30, 1983 :  22.9 ° C"
"13085",22.9,"July 01, 1983",1983,"07-01","July 01, 1983 :  22.9 ° C"
"13086",23.8,"July 02, 1983",1983,"07-02","July 02, 1983 :  23.8 ° C"
"13087",21,"July 03, 1983",1983,"07-03","July 03, 1983 :  21 ° C"
"13088",23.2,"July 04, 1983",1983,"07-04","July 04, 1983 :  23.2 ° C"
"13089",21.5,"July 05, 1983",1983,"07-05","July 05, 1983 :  21.5 ° C"
"13090",21.1,"July 06, 1983",1983,"07-06","July 06, 1983 :  21.1 ° C"
"13091",18.5,"July 07, 1983",1983,"07-07","July 07, 1983 :  18.5 ° C"
"13092",16.8,"July 08, 1983",1983,"07-08","July 08, 1983 :  16.8 ° C"
"13093",20.2,"July 09, 1983",1983,"07-09","July 09, 1983 :  20.2 ° C"
"13094",19.4,"July 10, 1983",1983,"07-10","July 10, 1983 :  19.4 ° C"
"13095",18,"July 11, 1983",1983,"07-11","July 11, 1983 :  18 ° C"
"13096",18.3,"July 12, 1983",1983,"07-12","July 12, 1983 :  18.3 ° C"
"13097",20.3,"July 13, 1983",1983,"07-13","July 13, 1983 :  20.3 ° C"
"13098",24.4,"July 14, 1983",1983,"07-14","July 14, 1983 :  24.4 ° C"
"13099",24.9,"July 15, 1983",1983,"07-15","July 15, 1983 :  24.9 ° C"
"13100",26.5,"July 16, 1983",1983,"07-16","July 16, 1983 :  26.5 ° C"
"13101",22.5,"July 17, 1983",1983,"07-17","July 17, 1983 :  22.5 ° C"
"13102",23,"July 18, 1983",1983,"07-18","July 18, 1983 :  23 ° C"
"13103",26.1,"July 19, 1983",1983,"07-19","July 19, 1983 :  26.1 ° C"
"13104",24.8,"July 20, 1983",1983,"07-20","July 20, 1983 :  24.8 ° C"
"13105",26,"July 21, 1983",1983,"07-21","July 21, 1983 :  26 ° C"
"13106",26.4,"July 22, 1983",1983,"07-22","July 22, 1983 :  26.4 ° C"
"13107",26.1,"July 23, 1983",1983,"07-23","July 23, 1983 :  26.1 ° C"
"13108",26.4,"July 24, 1983",1983,"07-24","July 24, 1983 :  26.4 ° C"
"13109",27.5,"July 25, 1983",1983,"07-25","July 25, 1983 :  27.5 ° C"
"13110",27.6,"July 26, 1983",1983,"07-26","July 26, 1983 :  27.6 ° C"
"13111",27.8,"July 27, 1983",1983,"07-27","July 27, 1983 :  27.8 ° C"
"13112",28,"July 28, 1983",1983,"07-28","July 28, 1983 :  28 ° C"
"13113",28.5,"July 29, 1983",1983,"07-29","July 29, 1983 :  28.5 ° C"
"13114",28.5,"July 30, 1983",1983,"07-30","July 30, 1983 :  28.5 ° C"
"13115",29.3,"July 31, 1983",1983,"07-31","July 31, 1983 :  29.3 ° C"
"13116",26,"August 01, 1983",1983,"08-01","August 01, 1983 :  26 ° C"
"13117",24,"August 02, 1983",1983,"08-02","August 02, 1983 :  24 ° C"
"13118",26.5,"August 03, 1983",1983,"08-03","August 03, 1983 :  26.5 ° C"
"13119",29.4,"August 04, 1983",1983,"08-04","August 04, 1983 :  29.4 ° C"
"13120",29.9,"August 05, 1983",1983,"08-05","August 05, 1983 :  29.9 ° C"
"13121",29.5,"August 06, 1983",1983,"08-06","August 06, 1983 :  29.5 ° C"
"13122",30.6,"August 07, 1983",1983,"08-07","August 07, 1983 :  30.6 ° C"
"13123",30.7,"August 08, 1983",1983,"08-08","August 08, 1983 :  30.7 ° C"
"13124",29.8,"August 09, 1983",1983,"08-09","August 09, 1983 :  29.8 ° C"
"13125",26.8,"August 10, 1983",1983,"08-10","August 10, 1983 :  26.8 ° C"
"13126",28.7,"August 11, 1983",1983,"08-11","August 11, 1983 :  28.7 ° C"
"13127",29.3,"August 12, 1983",1983,"08-12","August 12, 1983 :  29.3 ° C"
"13128",28.7,"August 13, 1983",1983,"08-13","August 13, 1983 :  28.7 ° C"
"13129",26.8,"August 14, 1983",1983,"08-14","August 14, 1983 :  26.8 ° C"
"13130",26.1,"August 15, 1983",1983,"08-15","August 15, 1983 :  26.1 ° C"
"13131",27.4,"August 16, 1983",1983,"08-16","August 16, 1983 :  27.4 ° C"
"13132",26.4,"August 17, 1983",1983,"08-17","August 17, 1983 :  26.4 ° C"
"13133",28.3,"August 18, 1983",1983,"08-18","August 18, 1983 :  28.3 ° C"
"13134",31.9,"August 19, 1983",1983,"08-19","August 19, 1983 :  31.9 ° C"
"13135",28.7,"August 20, 1983",1983,"08-20","August 20, 1983 :  28.7 ° C"
"13136",23.7,"August 21, 1983",1983,"08-21","August 21, 1983 :  23.7 ° C"
"13137",26,"August 22, 1983",1983,"08-22","August 22, 1983 :  26 ° C"
"13138",24.9,"August 23, 1983",1983,"08-23","August 23, 1983 :  24.9 ° C"
"13139",22.5,"August 24, 1983",1983,"08-24","August 24, 1983 :  22.5 ° C"
"13140",26.1,"August 25, 1983",1983,"08-25","August 25, 1983 :  26.1 ° C"
"13141",25.4,"August 26, 1983",1983,"08-26","August 26, 1983 :  25.4 ° C"
"13142",24.1,"August 27, 1983",1983,"08-27","August 27, 1983 :  24.1 ° C"
"13143",25.4,"August 28, 1983",1983,"08-28","August 28, 1983 :  25.4 ° C"
"13144",28.8,"August 29, 1983",1983,"08-29","August 29, 1983 :  28.8 ° C"
"13145",30.1,"August 30, 1983",1983,"08-30","August 30, 1983 :  30.1 ° C"
"13146",28.7,"August 31, 1983",1983,"08-31","August 31, 1983 :  28.7 ° C"
"13147",26.8,"September 01, 1983",1983,"09-01","September 01, 1983 :  26.8 ° C"
"13148",27.1,"September 02, 1983",1983,"09-02","September 02, 1983 :  27.1 ° C"
"13149",27.9,"September 03, 1983",1983,"09-03","September 03, 1983 :  27.9 ° C"
"13150",28.7,"September 04, 1983",1983,"09-04","September 04, 1983 :  28.7 ° C"
"13151",29.1,"September 05, 1983",1983,"09-05","September 05, 1983 :  29.1 ° C"
"13152",29.2,"September 06, 1983",1983,"09-06","September 06, 1983 :  29.2 ° C"
"13153",26.8,"September 07, 1983",1983,"09-07","September 07, 1983 :  26.8 ° C"
"13154",23.7,"September 08, 1983",1983,"09-08","September 08, 1983 :  23.7 ° C"
"13155",23.4,"September 09, 1983",1983,"09-09","September 09, 1983 :  23.4 ° C"
"13156",23.8,"September 10, 1983",1983,"09-10","September 10, 1983 :  23.8 ° C"
"13157",24.3,"September 11, 1983",1983,"09-11","September 11, 1983 :  24.3 ° C"
"13158",26.4,"September 12, 1983",1983,"09-12","September 12, 1983 :  26.4 ° C"
"13159",27.8,"September 13, 1983",1983,"09-13","September 13, 1983 :  27.8 ° C"
"13160",24.6,"September 14, 1983",1983,"09-14","September 14, 1983 :  24.6 ° C"
"13161",20.1,"September 15, 1983",1983,"09-15","September 15, 1983 :  20.1 ° C"
"13162",19.9,"September 16, 1983",1983,"09-16","September 16, 1983 :  19.9 ° C"
"13163",22.2,"September 17, 1983",1983,"09-17","September 17, 1983 :  22.2 ° C"
"13164",20.9,"September 18, 1983",1983,"09-18","September 18, 1983 :  20.9 ° C"
"13165",21.7,"September 19, 1983",1983,"09-19","September 19, 1983 :  21.7 ° C"
"13166",22.3,"September 20, 1983",1983,"09-20","September 20, 1983 :  22.3 ° C"
"13167",21.8,"September 21, 1983",1983,"09-21","September 21, 1983 :  21.8 ° C"
"13168",22.7,"September 22, 1983",1983,"09-22","September 22, 1983 :  22.7 ° C"
"13169",21.7,"September 23, 1983",1983,"09-23","September 23, 1983 :  21.7 ° C"
"13170",18.7,"September 24, 1983",1983,"09-24","September 24, 1983 :  18.7 ° C"
"13171",20.9,"September 25, 1983",1983,"09-25","September 25, 1983 :  20.9 ° C"
"13172",20.7,"September 26, 1983",1983,"09-26","September 26, 1983 :  20.7 ° C"
"13173",17.2,"September 27, 1983",1983,"09-27","September 27, 1983 :  17.2 ° C"
"13174",16.2,"September 28, 1983",1983,"09-28","September 28, 1983 :  16.2 ° C"
"13175",17.9,"September 29, 1983",1983,"09-29","September 29, 1983 :  17.9 ° C"
"13176",19,"September 30, 1983",1983,"09-30","September 30, 1983 :  19 ° C"
"13177",22.4,"June 01, 1984",1984,"06-01","June 01, 1984 :  22.4 ° C"
"13178",22.3,"June 02, 1984",1984,"06-02","June 02, 1984 :  22.3 ° C"
"13179",19.2,"June 03, 1984",1984,"06-03","June 03, 1984 :  19.2 ° C"
"13180",18.3,"June 04, 1984",1984,"06-04","June 04, 1984 :  18.3 ° C"
"13181",20.4,"June 05, 1984",1984,"06-05","June 05, 1984 :  20.4 ° C"
"13182",21.6,"June 06, 1984",1984,"06-06","June 06, 1984 :  21.6 ° C"
"13183",22.9,"June 07, 1984",1984,"06-07","June 07, 1984 :  22.9 ° C"
"13184",22.9,"June 08, 1984",1984,"06-08","June 08, 1984 :  22.9 ° C"
"13185",22.5,"June 09, 1984",1984,"06-09","June 09, 1984 :  22.5 ° C"
"13186",22.1,"June 10, 1984",1984,"06-10","June 10, 1984 :  22.1 ° C"
"13187",22.1,"June 11, 1984",1984,"06-11","June 11, 1984 :  22.1 ° C"
"13188",23,"June 12, 1984",1984,"06-12","June 12, 1984 :  23 ° C"
"13189",20.5,"June 13, 1984",1984,"06-13","June 13, 1984 :  20.5 ° C"
"13190",22,"June 14, 1984",1984,"06-14","June 14, 1984 :  22 ° C"
"13191",22.7,"June 15, 1984",1984,"06-15","June 15, 1984 :  22.7 ° C"
"13192",24.2,"June 16, 1984",1984,"06-16","June 16, 1984 :  24.2 ° C"
"13193",24.1,"June 17, 1984",1984,"06-17","June 17, 1984 :  24.1 ° C"
"13194",25.5,"June 18, 1984",1984,"06-18","June 18, 1984 :  25.5 ° C"
"13195",26.9,"June 19, 1984",1984,"06-19","June 19, 1984 :  26.9 ° C"
"13196",24.9,"June 20, 1984",1984,"06-20","June 20, 1984 :  24.9 ° C"
"13197",19.6,"June 21, 1984",1984,"06-21","June 21, 1984 :  19.6 ° C"
"13198",19.6,"June 22, 1984",1984,"06-22","June 22, 1984 :  19.6 ° C"
"13199",19.7,"June 23, 1984",1984,"06-23","June 23, 1984 :  19.7 ° C"
"13200",21.1,"June 24, 1984",1984,"06-24","June 24, 1984 :  21.1 ° C"
"13201",20.6,"June 25, 1984",1984,"06-25","June 25, 1984 :  20.6 ° C"
"13202",18.9,"June 26, 1984",1984,"06-26","June 26, 1984 :  18.9 ° C"
"13203",19.8,"June 27, 1984",1984,"06-27","June 27, 1984 :  19.8 ° C"
"13204",22.2,"June 28, 1984",1984,"06-28","June 28, 1984 :  22.2 ° C"
"13205",20.6,"June 29, 1984",1984,"06-29","June 29, 1984 :  20.6 ° C"
"13206",22.4,"June 30, 1984",1984,"06-30","June 30, 1984 :  22.4 ° C"
"13207",21.9,"July 01, 1984",1984,"07-01","July 01, 1984 :  21.9 ° C"
"13208",23.3,"July 02, 1984",1984,"07-02","July 02, 1984 :  23.3 ° C"
"13209",25.6,"July 03, 1984",1984,"07-03","July 03, 1984 :  25.6 ° C"
"13210",28.3,"July 04, 1984",1984,"07-04","July 04, 1984 :  28.3 ° C"
"13211",29.2,"July 05, 1984",1984,"07-05","July 05, 1984 :  29.2 ° C"
"13212",25.8,"July 06, 1984",1984,"07-06","July 06, 1984 :  25.8 ° C"
"13213",21,"July 07, 1984",1984,"07-07","July 07, 1984 :  21 ° C"
"13214",20.9,"July 08, 1984",1984,"07-08","July 08, 1984 :  20.9 ° C"
"13215",23.7,"July 09, 1984",1984,"07-09","July 09, 1984 :  23.7 ° C"
"13216",23.8,"July 10, 1984",1984,"07-10","July 10, 1984 :  23.8 ° C"
"13217",24.5,"July 11, 1984",1984,"07-11","July 11, 1984 :  24.5 ° C"
"13218",24.3,"July 12, 1984",1984,"07-12","July 12, 1984 :  24.3 ° C"
"13219",26.1,"July 13, 1984",1984,"07-13","July 13, 1984 :  26.1 ° C"
"13220",27.2,"July 14, 1984",1984,"07-14","July 14, 1984 :  27.2 ° C"
"13221",26.9,"July 15, 1984",1984,"07-15","July 15, 1984 :  26.9 ° C"
"13222",28.3,"July 16, 1984",1984,"07-16","July 16, 1984 :  28.3 ° C"
"13223",28.5,"July 17, 1984",1984,"07-17","July 17, 1984 :  28.5 ° C"
"13224",28.1,"July 18, 1984",1984,"07-18","July 18, 1984 :  28.1 ° C"
"13225",26.4,"July 19, 1984",1984,"07-19","July 19, 1984 :  26.4 ° C"
"13226",26.4,"July 20, 1984",1984,"07-20","July 20, 1984 :  26.4 ° C"
"13227",26.7,"July 21, 1984",1984,"07-21","July 21, 1984 :  26.7 ° C"
"13228",26.7,"July 22, 1984",1984,"07-22","July 22, 1984 :  26.7 ° C"
"13229",26.2,"July 23, 1984",1984,"07-23","July 23, 1984 :  26.2 ° C"
"13230",27.4,"July 24, 1984",1984,"07-24","July 24, 1984 :  27.4 ° C"
"13231",28.4,"July 25, 1984",1984,"07-25","July 25, 1984 :  28.4 ° C"
"13232",28.2,"July 26, 1984",1984,"07-26","July 26, 1984 :  28.2 ° C"
"13233",27.4,"July 27, 1984",1984,"07-27","July 27, 1984 :  27.4 ° C"
"13234",26.1,"July 28, 1984",1984,"07-28","July 28, 1984 :  26.1 ° C"
"13235",28.5,"July 29, 1984",1984,"07-29","July 29, 1984 :  28.5 ° C"
"13236",28,"July 30, 1984",1984,"07-30","July 30, 1984 :  28 ° C"
"13237",28.8,"July 31, 1984",1984,"07-31","July 31, 1984 :  28.8 ° C"
"13238",28.5,"August 01, 1984",1984,"08-01","August 01, 1984 :  28.5 ° C"
"13239",28.8,"August 02, 1984",1984,"08-02","August 02, 1984 :  28.8 ° C"
"13240",28.6,"August 03, 1984",1984,"08-03","August 03, 1984 :  28.6 ° C"
"13241",29.2,"August 04, 1984",1984,"08-04","August 04, 1984 :  29.2 ° C"
"13242",29,"August 05, 1984",1984,"08-05","August 05, 1984 :  29 ° C"
"13243",30.5,"August 06, 1984",1984,"08-06","August 06, 1984 :  30.5 ° C"
"13244",31.1,"August 07, 1984",1984,"08-07","August 07, 1984 :  31.1 ° C"
"13245",29.8,"August 08, 1984",1984,"08-08","August 08, 1984 :  29.8 ° C"
"13246",29.2,"August 09, 1984",1984,"08-09","August 09, 1984 :  29.2 ° C"
"13247",28.9,"August 10, 1984",1984,"08-10","August 10, 1984 :  28.9 ° C"
"13248",28.7,"August 11, 1984",1984,"08-11","August 11, 1984 :  28.7 ° C"
"13249",29.7,"August 12, 1984",1984,"08-12","August 12, 1984 :  29.7 ° C"
"13250",29.1,"August 13, 1984",1984,"08-13","August 13, 1984 :  29.1 ° C"
"13251",29.2,"August 14, 1984",1984,"08-14","August 14, 1984 :  29.2 ° C"
"13252",29.6,"August 15, 1984",1984,"08-15","August 15, 1984 :  29.6 ° C"
"13253",30.2,"August 16, 1984",1984,"08-16","August 16, 1984 :  30.2 ° C"
"13254",30,"August 17, 1984",1984,"08-17","August 17, 1984 :  30 ° C"
"13255",29.9,"August 18, 1984",1984,"08-18","August 18, 1984 :  29.9 ° C"
"13256",29.7,"August 19, 1984",1984,"08-19","August 19, 1984 :  29.7 ° C"
"13257",29.3,"August 20, 1984",1984,"08-20","August 20, 1984 :  29.3 ° C"
"13258",28.3,"August 21, 1984",1984,"08-21","August 21, 1984 :  28.3 ° C"
"13259",28.6,"August 22, 1984",1984,"08-22","August 22, 1984 :  28.6 ° C"
"13260",29.9,"August 23, 1984",1984,"08-23","August 23, 1984 :  29.9 ° C"
"13261",24.9,"August 24, 1984",1984,"08-24","August 24, 1984 :  24.9 ° C"
"13262",24.8,"August 25, 1984",1984,"08-25","August 25, 1984 :  24.8 ° C"
"13263",26.8,"August 26, 1984",1984,"08-26","August 26, 1984 :  26.8 ° C"
"13264",28.2,"August 27, 1984",1984,"08-27","August 27, 1984 :  28.2 ° C"
"13265",28.8,"August 28, 1984",1984,"08-28","August 28, 1984 :  28.8 ° C"
"13266",25.6,"August 29, 1984",1984,"08-29","August 29, 1984 :  25.6 ° C"
"13267",24.2,"August 30, 1984",1984,"08-30","August 30, 1984 :  24.2 ° C"
"13268",27.5,"August 31, 1984",1984,"08-31","August 31, 1984 :  27.5 ° C"
"13269",28.3,"September 01, 1984",1984,"09-01","September 01, 1984 :  28.3 ° C"
"13270",30.3,"September 02, 1984",1984,"09-02","September 02, 1984 :  30.3 ° C"
"13271",29.8,"September 03, 1984",1984,"09-03","September 03, 1984 :  29.8 ° C"
"13272",27.3,"September 04, 1984",1984,"09-04","September 04, 1984 :  27.3 ° C"
"13273",23.1,"September 05, 1984",1984,"09-05","September 05, 1984 :  23.1 ° C"
"13274",24.1,"September 06, 1984",1984,"09-06","September 06, 1984 :  24.1 ° C"
"13275",23.5,"September 07, 1984",1984,"09-07","September 07, 1984 :  23.5 ° C"
"13276",23,"September 08, 1984",1984,"09-08","September 08, 1984 :  23 ° C"
"13277",22.5,"September 09, 1984",1984,"09-09","September 09, 1984 :  22.5 ° C"
"13278",26.3,"September 10, 1984",1984,"09-10","September 10, 1984 :  26.3 ° C"
"13279",24.8,"September 11, 1984",1984,"09-11","September 11, 1984 :  24.8 ° C"
"13280",24.3,"September 12, 1984",1984,"09-12","September 12, 1984 :  24.3 ° C"
"13281",24,"September 13, 1984",1984,"09-13","September 13, 1984 :  24 ° C"
"13282",23.8,"September 14, 1984",1984,"09-14","September 14, 1984 :  23.8 ° C"
"13283",22.1,"September 15, 1984",1984,"09-15","September 15, 1984 :  22.1 ° C"
"13284",20.9,"September 16, 1984",1984,"09-16","September 16, 1984 :  20.9 ° C"
"13285",23,"September 17, 1984",1984,"09-17","September 17, 1984 :  23 ° C"
"13286",22.3,"September 18, 1984",1984,"09-18","September 18, 1984 :  22.3 ° C"
"13287",20.8,"September 19, 1984",1984,"09-19","September 19, 1984 :  20.8 ° C"
"13288",22.5,"September 20, 1984",1984,"09-20","September 20, 1984 :  22.5 ° C"
"13289",22.9,"September 21, 1984",1984,"09-21","September 21, 1984 :  22.9 ° C"
"13290",22,"September 22, 1984",1984,"09-22","September 22, 1984 :  22 ° C"
"13291",21.1,"September 23, 1984",1984,"09-23","September 23, 1984 :  21.1 ° C"
"13292",21.5,"September 24, 1984",1984,"09-24","September 24, 1984 :  21.5 ° C"
"13293",22.5,"September 25, 1984",1984,"09-25","September 25, 1984 :  22.5 ° C"
"13294",21.8,"September 26, 1984",1984,"09-26","September 26, 1984 :  21.8 ° C"
"13295",19.5,"September 27, 1984",1984,"09-27","September 27, 1984 :  19.5 ° C"
"13296",20.6,"September 28, 1984",1984,"09-28","September 28, 1984 :  20.6 ° C"
"13297",21.4,"September 29, 1984",1984,"09-29","September 29, 1984 :  21.4 ° C"
"13298",24.3,"September 30, 1984",1984,"09-30","September 30, 1984 :  24.3 ° C"
"13299",19.3,"June 01, 1985",1985,"06-01","June 01, 1985 :  19.3 ° C"
"13300",20.4,"June 02, 1985",1985,"06-02","June 02, 1985 :  20.4 ° C"
"13301",21.8,"June 03, 1985",1985,"06-03","June 03, 1985 :  21.8 ° C"
"13302",22.8,"June 04, 1985",1985,"06-04","June 04, 1985 :  22.8 ° C"
"13303",23.3,"June 05, 1985",1985,"06-05","June 05, 1985 :  23.3 ° C"
"13304",24.8,"June 06, 1985",1985,"06-06","June 06, 1985 :  24.8 ° C"
"13305",25.1,"June 07, 1985",1985,"06-07","June 07, 1985 :  25.1 ° C"
"13306",20.2,"June 08, 1985",1985,"06-08","June 08, 1985 :  20.2 ° C"
"13307",18.1,"June 09, 1985",1985,"06-09","June 09, 1985 :  18.1 ° C"
"13308",18.5,"June 10, 1985",1985,"06-10","June 10, 1985 :  18.5 ° C"
"13309",18.4,"June 11, 1985",1985,"06-11","June 11, 1985 :  18.4 ° C"
"13310",18.3,"June 12, 1985",1985,"06-12","June 12, 1985 :  18.3 ° C"
"13311",16.3,"June 13, 1985",1985,"06-13","June 13, 1985 :  16.3 ° C"
"13312",15.1,"June 14, 1985",1985,"06-14","June 14, 1985 :  15.1 ° C"
"13313",15.5,"June 15, 1985",1985,"06-15","June 15, 1985 :  15.5 ° C"
"13314",17.4,"June 16, 1985",1985,"06-16","June 16, 1985 :  17.4 ° C"
"13315",18.1,"June 17, 1985",1985,"06-17","June 17, 1985 :  18.1 ° C"
"13316",17,"June 18, 1985",1985,"06-18","June 18, 1985 :  17 ° C"
"13317",19.6,"June 19, 1985",1985,"06-19","June 19, 1985 :  19.6 ° C"
"13318",19.6,"June 20, 1985",1985,"06-20","June 20, 1985 :  19.6 ° C"
"13319",20.5,"June 21, 1985",1985,"06-21","June 21, 1985 :  20.5 ° C"
"13320",23.3,"June 22, 1985",1985,"06-22","June 22, 1985 :  23.3 ° C"
"13321",24.4,"June 23, 1985",1985,"06-23","June 23, 1985 :  24.4 ° C"
"13322",22,"June 24, 1985",1985,"06-24","June 24, 1985 :  22 ° C"
"13323",20.4,"June 25, 1985",1985,"06-25","June 25, 1985 :  20.4 ° C"
"13324",23.1,"June 26, 1985",1985,"06-26","June 26, 1985 :  23.1 ° C"
"13325",22.1,"June 27, 1985",1985,"06-27","June 27, 1985 :  22.1 ° C"
"13326",18.6,"June 28, 1985",1985,"06-28","June 28, 1985 :  18.6 ° C"
"13327",20.1,"June 29, 1985",1985,"06-29","June 29, 1985 :  20.1 ° C"
"13328",21.7,"June 30, 1985",1985,"06-30","June 30, 1985 :  21.7 ° C"
"13329",27,"July 01, 1985",1985,"07-01","July 01, 1985 :  27 ° C"
"13330",22.4,"July 02, 1985",1985,"07-02","July 02, 1985 :  22.4 ° C"
"13331",22.3,"July 03, 1985",1985,"07-03","July 03, 1985 :  22.3 ° C"
"13332",22.7,"July 04, 1985",1985,"07-04","July 04, 1985 :  22.7 ° C"
"13333",21,"July 05, 1985",1985,"07-05","July 05, 1985 :  21 ° C"
"13334",24.8,"July 06, 1985",1985,"07-06","July 06, 1985 :  24.8 ° C"
"13335",24.8,"July 07, 1985",1985,"07-07","July 07, 1985 :  24.8 ° C"
"13336",23.9,"July 08, 1985",1985,"07-08","July 08, 1985 :  23.9 ° C"
"13337",25.1,"July 09, 1985",1985,"07-09","July 09, 1985 :  25.1 ° C"
"13338",24.9,"July 10, 1985",1985,"07-10","July 10, 1985 :  24.9 ° C"
"13339",26.4,"July 11, 1985",1985,"07-11","July 11, 1985 :  26.4 ° C"
"13340",26.9,"July 12, 1985",1985,"07-12","July 12, 1985 :  26.9 ° C"
"13341",24.2,"July 13, 1985",1985,"07-13","July 13, 1985 :  24.2 ° C"
"13342",26.3,"July 14, 1985",1985,"07-14","July 14, 1985 :  26.3 ° C"
"13343",26.2,"July 15, 1985",1985,"07-15","July 15, 1985 :  26.2 ° C"
"13344",26.1,"July 16, 1985",1985,"07-16","July 16, 1985 :  26.1 ° C"
"13345",26.1,"July 17, 1985",1985,"07-17","July 17, 1985 :  26.1 ° C"
"13346",28.9,"July 18, 1985",1985,"07-18","July 18, 1985 :  28.9 ° C"
"13347",28.3,"July 19, 1985",1985,"07-19","July 19, 1985 :  28.3 ° C"
"13348",27.3,"July 20, 1985",1985,"07-20","July 20, 1985 :  27.3 ° C"
"13349",27,"July 21, 1985",1985,"07-21","July 21, 1985 :  27 ° C"
"13350",26.7,"July 22, 1985",1985,"07-22","July 22, 1985 :  26.7 ° C"
"13351",27.3,"July 23, 1985",1985,"07-23","July 23, 1985 :  27.3 ° C"
"13352",28.1,"July 24, 1985",1985,"07-24","July 24, 1985 :  28.1 ° C"
"13353",28.4,"July 25, 1985",1985,"07-25","July 25, 1985 :  28.4 ° C"
"13354",28.6,"July 26, 1985",1985,"07-26","July 26, 1985 :  28.6 ° C"
"13355",28.6,"July 27, 1985",1985,"07-27","July 27, 1985 :  28.6 ° C"
"13356",28.8,"July 28, 1985",1985,"07-28","July 28, 1985 :  28.8 ° C"
"13357",29.3,"July 29, 1985",1985,"07-29","July 29, 1985 :  29.3 ° C"
"13358",29.4,"July 30, 1985",1985,"07-30","July 30, 1985 :  29.4 ° C"
"13359",28.6,"July 31, 1985",1985,"07-31","July 31, 1985 :  28.6 ° C"
"13360",28.7,"August 01, 1985",1985,"08-01","August 01, 1985 :  28.7 ° C"
"13361",28.4,"August 02, 1985",1985,"08-02","August 02, 1985 :  28.4 ° C"
"13362",28.3,"August 03, 1985",1985,"08-03","August 03, 1985 :  28.3 ° C"
"13363",28.6,"August 04, 1985",1985,"08-04","August 04, 1985 :  28.6 ° C"
"13364",28.5,"August 05, 1985",1985,"08-05","August 05, 1985 :  28.5 ° C"
